TIME_STAMP,ZIP_CODE,STATE,FORM_NAME,FORM_SITE,PRICE,REQUESTS_COUNT,CREDIT_SCORE_CATEGORY,SERVICE_TYPE_CATEGORY,BANK_CATEGORY,PAYMENT_CATEGORY,PURCHASE_TIME_CATEGORY,SERVICE_PURPOSE_CATEGORY,CONTACT_TYPE_CATEGORY,CONTACT_STATUS_CATEGORY,CUSTOMER_TYPE_CATEGORY,NEW_CUSTOMER,DUPE_COUNTER,CON_EMAIL
11/26/2015 10:13,1775,MA,Request Type 2,app.rug.com,105800,3,106,11,82,50,30,2,BY EMAIL,ON HOLD,VIP,y,1,14792266002@blahh.com
1/4/2016 21:13,5351,VT,Request Type 2,www.rug.com,153000,1,99,11,83,32,31,2,BY EMAIL,ON HOLD,WAITLIST,y,1,1965nevarez@blahh.com
1/11/2016 21:13,10155,NY,Request Type 2,app.rug.com,190500,0,104,14,83,24,29,2,BY PHONE,ON HOLD,WAITLIST,y,1,11edc5677@blahh.com
10/1/2015 18:13,14429,NY,Request Type 1,m.rug.com,119500,1,104,13,82,27,31,1,BY EMAIL,ON HOLD,VIP,y,1,18john_a@abcds.k12.ia.us
10/3/2015 5:13,48816,MI,Request Type 1,www.rug.com,96400,0,103,10,81,32,32,1,BY EMAIL,ON HOLD,VIP,n,1,14792266002@blahh.com
12/27/2015 14:13,37189,TN,Request Type 2,www.rug.com,112800,3,101,11,81,24,29,1,BY PHONE,CALLED,VIP,n,1,14792266002@blahh.com
12/13/2015 16:13,19348,PA,Request Type 1,www.rug.com,183600,3,99,13,80,32,31,3,BY PHONE,ON HOLD,VIP,n,1,18john_a@abcds.k12.ia.us
12/2/2015 9:13,19520,PA,Request Type 1,www.rug.com,175200,3,100,12,81,27,31,1,BY PHONE,ON HOLD,VIP,n,1,1965nevarez@blahh.com
10/20/2015 8:13,59835,MT,Request Type 1,www.rug.com,125400,3,106,13,82,45,29,2,BY EMAIL,ON HOLD,WAITLIST,n,1,18hiltc@abcds.cn
11/21/2015 20:13,21543,MD,Request Type 2,m.rug.com,173600,3,102,14,82,32,32,2,BY PHONE,CALLED,WAITLIST,n,1,1985crp@blahh.com
12/6/2015 9:13,45714,OH,Request Type 2,m.rug.com,154300,0,99,13,80,24,29,3,BY EMAIL,CALLED,VIP,y,0,1985crp@blahh.com
12/20/2015 5:13,71375,LA,Request Type 1,www.rug.com,170100,3,99,10,80,24,30,3,BY PHONE,ON HOLD,VIP,n,1,18john_a@abcds.k12.ia.us
12/3/2015 20:13,25691,WV,Request Type 1,www.rug.com,171200,0,101,11,80,32,29,1,BY EMAIL,CALLED,WAITLIST,n,1,1965nevarez@blahh.com
10/16/2015 4:13,28560,NC,Request Type 1,app.rug.com,86000,3,103,12,82,50,29,3,BY PHONE,ON HOLD,VIP,n,1,1222lynnann@blahh.com
10/23/2015 19:13,15767,PA,Request Type 1,app.rug.com,141700,2,100,14,83,27,29,2,BY EMAIL,ON HOLD,VIP,n,1,1973n2000@blahh.com
11/16/2015 13:13,96373,AP,Request Type 1,www.rug.com,135100,3,102,12,81,27,32,3,BY EMAIL,CALLED,VIP,n,0,123delgado67@blahh.com
11/10/2015 17:13,80823,CO,Request Type 2,app.rug.com,131100,2,105,14,81,32,28,1,BY PHONE,ON HOLD,VIP,n,1,1222lynnann@blahh.com
10/26/2015 2:13,37690,TN,Request Type 2,www.rug.com,180900,3,102,12,82,45,30,2,BY PHONE,ON HOLD,WAITLIST,n,0,18hiltc@abcds.cn
12/12/2015 2:13,20119,VA,Request Type 2,app.rug.com,199500,0,101,12,81,32,28,2,BY PHONE,ON HOLD,VIP,n,1,11edc5677@blahh.com
11/27/2015 14:13,21043,MD,Request Type 2,app.rug.com,189300,0,103,11,83,50,28,2,BY EMAIL,CALLED,VIP,n,0,123delgado67@blahh.com
10/17/2015 8:13,56647,MN,Request Type 1,www.rug.com,76900,0,103,10,81,24,32,2,BY PHONE,ON HOLD,VIP,n,1,1222lynnann@blahh.com
12/14/2015 9:13,49646,MI,Request Type 1,www.rug.com,84700,2,105,12,81,45,31,2,BY PHONE,CALLED,VIP,n,1,18dmart9@blahh.com
10/24/2015 5:13,87420,NM,Request Type 2,www.rug.com,139500,0,100,13,83,32,32,1,BY EMAIL,ON HOLD,VIP,y,1,18john_a@abcds.k12.ia.us
12/1/2015 8:13,28284,NC,Request Type 1,m.rug.com,127500,1,106,10,81,27,28,1,BY EMAIL,ON HOLD,WAITLIST,y,1,1973n2000@blahh.com
11/13/2015 23:13,16212,PA,Request Type 2,m.rug.com,120100,1,106,12,82,32,30,3,BY EMAIL,ON HOLD,WAITLIST,n,1,1985crp@blahh.com
12/7/2015 0:13,55170,MN,Request Type 2,m.rug.com,168500,0,102,11,82,27,29,2,BY PHONE,ON HOLD,VIP,n,1,18hiltc@abcds.cn
12/2/2015 22:13,35441,AL,Request Type 2,m.rug.com,158600,1,106,11,83,45,32,1,BY PHONE,ON HOLD,WAITLIST,n,1,1965nevarez@blahh.com
12/15/2015 9:13,5836,VT,Request Type 1,www.rug.com,125100,2,105,14,82,45,30,1,BY PHONE,ON HOLD,VIP,n,1,1973n2000@blahh.com
12/25/2015 18:13,60928,IL,Request Type 1,m.rug.com,163000,3,101,14,80,24,32,2,BY EMAIL,ON HOLD,VIP,y,1,123delgado67@blahh.com
11/6/2015 12:13,89503,NV,Request Type 2,m.rug.com,87300,3,105,13,82,45,32,1,BY EMAIL,ON HOLD,WAITLIST,n,1,18john_a@abcds.k12.ia.us
10/23/2015 8:13,94567,CA,Request Type 1,app.rug.com,86600,1,106,14,83,50,30,3,BY EMAIL,ON HOLD,WAITLIST,n,1,1973n2000@blahh.com
11/19/2015 10:13,19382,PA,Request Type 2,www.rug.com,103500,2,105,13,83,24,32,3,BY EMAIL,ON HOLD,WAITLIST,n,1,1222lynnann@blahh.com
12/30/2015 1:13,60426,IL,Request Type 1,www.rug.com,100300,3,103,13,80,50,31,3,BY PHONE,ON HOLD,WAITLIST,n,1,1222lynnann@blahh.com
11/18/2015 1:13,42631,KY,Request Type 1,m.rug.com,184900,2,101,14,83,50,30,2,BY EMAIL,ON HOLD,VIP,n,1,11edc5677@blahh.com
10/20/2015 20:13,17853,PA,Request Type 1,app.rug.com,86600,3,105,11,82,32,0,2,BY PHONE,ON HOLD,VIP,y,1,123delgado67@blahh.com
12/19/2015 15:13,36033,AL,Request Type 1,m.rug.com,105400,3,100,12,80,24,32,3,BY EMAIL,ON HOLD,WAITLIST,y,0,14792266002@blahh.com
1/5/2016 3:13,32335,FL,Request Type 1,app.rug.com,166900,1,99,12,80,32,28,2,BY EMAIL,CALLED,WAITLIST,n,1,18hiltc@abcds.cn
1/2/2016 15:13,92368,CA,Request Type 1,app.rug.com,166200,0,100,13,81,32,30,3,BY EMAIL,ON HOLD,WAITLIST,n,1,14792266002@blahh.com
12/26/2015 23:13,55329,MN,Request Type 2,m.rug.com,144700,2,103,13,83,32,32,3,BY EMAIL,CALLED,VIP,n,1,1973n2000@blahh.com
11/30/2015 22:13,94502,CA,Request Type 2,www.rug.com,86200,3,104,12,82,27,31,2,BY PHONE,CALLED,VIP,y,1,123delgado67@blahh.com
1/1/2016 5:13,82082,WY,Request Type 2,m.rug.com,122200,2,102,11,81,45,29,2,BY PHONE,ON HOLD,VIP,n,1,1965nevarez@blahh.com
1/22/2016 17:13,27340,NC,Request Type 1,www.rug.com,85500,1,103,12,80,45,0,2,BY EMAIL,CALLED,WAITLIST,n,1,123delgado67@blahh.com
1/17/2016 16:13,34117,FL,Request Type 1,app.rug.com,162600,1,101,13,81,45,28,1,BY EMAIL,CALLED,VIP,y,1,1985crp@blahh.com
12/1/2015 16:13,23230,VA,Request Type 2,app.rug.com,136400,1,102,11,80,24,30,2,BY EMAIL,ON HOLD,WAITLIST,n,0,1222lynnann@blahh.com
11/30/2015 11:13,14127,NY,Request Type 2,m.rug.com,92100,1,104,10,83,27,29,3,BY EMAIL,ON HOLD,WAITLIST,n,1,11edc5677@blahh.com
1/11/2016 13:13,82009,WY,Request Type 2,m.rug.com,119000,2,99,11,81,45,29,3,BY PHONE,ON HOLD,VIP,n,1,1985crp@blahh.com
1/2/2016 0:13,29676,SC,Request Type 2,m.rug.com,143200,1,101,11,82,27,32,1,BY PHONE,ON HOLD,WAITLIST,n,1,18dmart9@blahh.com
11/29/2015 22:13,95471,CA,Request Type 2,m.rug.com,199500,2,99,12,83,32,31,2,BY PHONE,CALLED,WAITLIST,n,1,18hiltc@abcds.cn
11/28/2015 14:13,74741,OK,Request Type 2,app.rug.com,100800,2,99,11,80,24,31,3,BY PHONE,ON HOLD,WAITLIST,y,1,1973n2000@blahh.com
1/28/2016 7:13,53212,WI,Request Type 1,www.rug.com,140700,2,104,13,81,50,30,2,BY EMAIL,CALLED,VIP,y,0,1985crp@blahh.com
12/16/2015 4:13,88020,NM,Request Type 2,m.rug.com,110900,1,101,10,82,27,28,1,BY PHONE,ON HOLD,VIP,y,1,18john_a@abcds.k12.ia.us
12/10/2015 21:13,8246,NJ,Request Type 1,m.rug.com,138300,2,101,13,81,24,29,3,BY PHONE,ON HOLD,VIP,n,0,1973n2000@blahh.com
12/8/2015 2:13,95930,CA,Request Type 1,m.rug.com,134000,2,100,10,83,45,28,1,BY EMAIL,ON HOLD,VIP,y,1,1965nevarez@blahh.com
12/19/2015 21:13,74053,OK,Request Type 1,m.rug.com,107400,1,99,11,80,50,28,1,BY PHONE,ON HOLD,WAITLIST,n,0,18hiltc@abcds.cn
11/24/2015 20:13,88511,TX,Request Type 1,app.rug.com,139700,1,106,10,80,24,28,1,BY PHONE,CALLED,VIP,n,1,123delgado67@blahh.com
1/13/2016 11:13,38962,MS,Request Type 2,www.rug.com,163400,3,103,13,80,24,0,3,BY EMAIL,ON HOLD,VIP,n,0,1973n2000@blahh.com
10/21/2015 21:13,69154,NE,Request Type 1,app.rug.com,76500,1,100,12,82,45,28,3,BY PHONE,ON HOLD,VIP,n,1,18hiltc@abcds.cn
10/19/2015 22:13,13811,NY,Request Type 2,m.rug.com,91200,3,101,10,83,45,31,3,BY PHONE,ON HOLD,WAITLIST,y,1,123delgado67@blahh.com
1/9/2016 2:13,33445,FL,Request Type 1,app.rug.com,158400,2,101,13,82,45,31,3,BY EMAIL,CALLED,WAITLIST,n,1,1965nevarez@blahh.com
12/25/2015 6:13,24048,VA,Request Type 2,www.rug.com,117400,3,103,14,83,24,31,1,BY EMAIL,ON HOLD,VIP,n,1,1985crp@blahh.com
12/6/2015 20:13,60181,IL,Request Type 2,m.rug.com,130100,1,99,10,82,27,28,3,BY PHONE,ON HOLD,WAITLIST,n,0,18hiltc@abcds.cn
1/17/2016 11:13,24924,WV,Request Type 2,m.rug.com,180900,3,103,10,81,45,0,2,BY PHONE,CALLED,WAITLIST,n,1,123delgado67@blahh.com
12/25/2015 20:13,37064,TN,Request Type 2,m.rug.com,128900,3,103,14,81,50,28,3,BY PHONE,ON HOLD,WAITLIST,y,1,1973n2000@blahh.com
12/7/2015 22:13,48762,MI,Request Type 2,app.rug.com,139700,0,104,14,83,50,28,1,BY EMAIL,ON HOLD,VIP,n,0,1965nevarez@blahh.com
10/4/2015 16:13,5141,VT,Request Type 2,m.rug.com,181800,1,104,10,81,50,0,2,BY EMAIL,ON HOLD,WAITLIST,n,1,1973n2000@blahh.com
11/8/2015 15:13,53088,WI,Request Type 1,app.rug.com,130600,3,101,12,83,32,30,2,BY PHONE,CALLED,WAITLIST,y,1,1222lynnann@blahh.com
12/15/2015 13:13,39054,MS,Request Type 2,app.rug.com,175600,3,99,14,80,45,30,2,BY PHONE,CALLED,VIP,n,1,14792266002@blahh.com
1/13/2016 19:13,30113,GA,Request Type 2,m.rug.com,140200,0,106,10,83,32,31,1,BY PHONE,CALLED,WAITLIST,n,1,14792266002@blahh.com
12/12/2015 10:13,19608,PA,Request Type 1,app.rug.com,151300,0,99,11,82,24,31,2,BY PHONE,ON HOLD,WAITLIST,n,1,1973n2000@blahh.com
11/4/2015 1:13,11218,NY,Request Type 1,www.rug.com,175200,1,100,11,82,27,30,3,BY PHONE,ON HOLD,VIP,n,1,11edc5677@blahh.com
10/24/2015 13:13,96020,CA,Request Type 2,m.rug.com,104300,2,99,12,80,50,28,3,BY EMAIL,CALLED,WAITLIST,n,1,1985crp@blahh.com
1/4/2016 19:13,26505,WV,Request Type 1,www.rug.com,178100,0,100,11,83,32,31,3,BY PHONE,ON HOLD,WAITLIST,n,1,18hiltc@abcds.cn
11/15/2015 22:13,92809,CA,Request Type 1,app.rug.com,122000,0,99,13,83,45,28,3,BY EMAIL,CALLED,VIP,n,1,18dmart9@blahh.com
11/5/2015 5:13,40927,KY,Request Type 2,app.rug.com,143700,0,102,12,81,45,31,3,BY PHONE,ON HOLD,WAITLIST,n,1,14792266002@blahh.com
12/24/2015 14:13,32655,FL,Request Type 2,www.rug.com,75300,3,106,11,80,32,29,1,BY EMAIL,ON HOLD,WAITLIST,n,1,11edc5677@blahh.com
12/29/2015 12:13,28360,NC,Request Type 2,app.rug.com,79500,3,102,13,83,50,28,1,BY PHONE,ON HOLD,WAITLIST,n,1,18dmart9@blahh.com
10/8/2015 16:13,3815,NH,Request Type 2,m.rug.com,177400,3,106,14,82,50,31,3,BY EMAIL,CALLED,VIP,n,1,1973n2000@blahh.com
10/29/2015 8:13,35045,AL,Request Type 1,app.rug.com,157800,2,99,12,83,24,30,1,BY EMAIL,ON HOLD,WAITLIST,n,1,1965nevarez@blahh.com
11/4/2015 15:13,19703,DE,Request Type 2,www.rug.com,185800,0,106,12,80,24,0,3,BY EMAIL,ON HOLD,WAITLIST,n,1,1965nevarez@blahh.com
2/1/2016 19:13,79406,TX,Request Type 2,www.rug.com,176700,1,101,14,80,50,32,3,BY EMAIL,ON HOLD,VIP,n,1,11edc5677@blahh.com
1/27/2016 7:13,54487,WI,Request Type 1,www.rug.com,156800,0,103,12,82,24,31,3,BY EMAIL,ON HOLD,VIP,n,1,1985crp@blahh.com
12/29/2015 0:13,29102,SC,Request Type 1,app.rug.com,94700,1,102,10,80,50,29,2,BY EMAIL,ON HOLD,WAITLIST,n,1,1973n2000@blahh.com
11/16/2015 8:13,34736,FL,Request Type 2,m.rug.com,79100,3,102,13,81,32,32,1,BY EMAIL,ON HOLD,WAITLIST,n,0,18dmart9@blahh.com
12/31/2015 18:13,42140,KY,Request Type 2,app.rug.com,168400,0,105,13,81,27,31,2,BY PHONE,CALLED,VIP,n,1,1222lynnann@blahh.com
10/14/2015 8:13,74804,OK,Request Type 1,app.rug.com,84000,1,103,11,80,32,0,2,BY EMAIL,CALLED,VIP,n,1,123delgado67@blahh.com
1/15/2016 18:13,60511,IL,Request Type 1,app.rug.com,194300,2,102,13,81,24,32,2,BY PHONE,ON HOLD,WAITLIST,n,1,18dmart9@blahh.com
12/23/2015 22:13,40206,KY,Request Type 2,app.rug.com,135500,3,104,11,81,32,29,2,BY EMAIL,CALLED,VIP,n,0,1222lynnann@blahh.com
12/12/2015 8:13,38194,TN,Request Type 1,www.rug.com,134000,0,99,10,81,27,28,1,BY EMAIL,ON HOLD,WAITLIST,n,1,1985crp@blahh.com
1/27/2016 10:13,84728,UT,Request Type 2,www.rug.com,173500,2,99,13,83,27,31,2,BY EMAIL,ON HOLD,WAITLIST,y,0,11edc5677@blahh.com
12/17/2015 15:13,55113,MN,Request Type 1,app.rug.com,159800,0,101,13,81,50,28,1,BY EMAIL,ON HOLD,VIP,y,1,1965nevarez@blahh.com
12/1/2015 9:13,46120,IN,Request Type 1,m.rug.com,188600,3,106,10,80,50,32,2,BY EMAIL,CALLED,WAITLIST,n,0,1965nevarez@blahh.com
11/7/2015 19:13,46216,IN,Request Type 2,m.rug.com,86300,3,99,10,81,24,28,2,BY EMAIL,ON HOLD,VIP,n,1,18dmart9@blahh.com
1/12/2016 5:13,27239,NC,Request Type 1,m.rug.com,165700,3,102,12,80,24,28,3,BY PHONE,CALLED,VIP,n,1,18dmart9@blahh.com
10/23/2015 17:13,96781,HI,Request Type 2,m.rug.com,87600,3,99,11,80,32,29,1,BY PHONE,ON HOLD,VIP,n,1,18hiltc@abcds.cn
1/2/2016 6:13,30104,GA,Request Type 2,app.rug.com,99000,2,99,12,81,32,28,3,BY PHONE,ON HOLD,WAITLIST,n,1,1973n2000@blahh.com
1/12/2016 13:13,4573,ME,Request Type 2,m.rug.com,174100,3,101,10,81,32,31,1,BY PHONE,ON HOLD,VIP,n,1,11edc5677@blahh.com
11/2/2015 17:13,22406,VA,Request Type 1,app.rug.com,148500,2,100,14,80,32,29,3,BY PHONE,ON HOLD,VIP,y,1,11edc5677@blahh.com
1/22/2016 12:13,66740,KS,Request Type 2,www.rug.com,172600,0,103,10,82,45,31,3,BY PHONE,ON HOLD,WAITLIST,n,1,14792266002@blahh.com
11/7/2015 16:13,26714,WV,Request Type 1,app.rug.com,80900,0,102,10,80,24,29,2,BY PHONE,ON HOLD,WAITLIST,n,1,1965nevarez@blahh.com
12/29/2015 2:13,38194,TN,Request Type 1,app.rug.com,132400,0,106,14,81,50,0,1,BY EMAIL,CALLED,VIP,n,1,1973n2000@blahh.com
10/11/2015 14:13,96786,HI,Request Type 1,m.rug.com,186300,1,103,14,81,45,31,3,BY EMAIL,ON HOLD,VIP,y,1,18john_a@abcds.k12.ia.us
12/3/2015 8:13,48207,MI,Request Type 2,www.rug.com,106700,0,105,14,80,27,0,2,BY PHONE,ON HOLD,VIP,n,0,14792266002@blahh.com
12/11/2015 4:13,94953,CA,Request Type 1,www.rug.com,172600,2,104,14,82,45,30,1,BY EMAIL,ON HOLD,WAITLIST,n,1,123delgado67@blahh.com
12/22/2015 11:13,96629,AP,Request Type 1,www.rug.com,103000,1,101,14,81,50,31,2,BY EMAIL,ON HOLD,VIP,n,1,11edc5677@blahh.com
1/31/2016 7:13,46933,IN,Request Type 1,www.rug.com,195300,0,102,10,81,45,30,3,BY EMAIL,CALLED,VIP,n,1,14792266002@blahh.com
10/11/2015 1:13,39086,MS,Request Type 2,m.rug.com,161500,1,100,12,83,45,30,3,BY EMAIL,CALLED,VIP,n,0,11edc5677@blahh.com
10/17/2015 9:13,16735,PA,Request Type 1,www.rug.com,127800,3,103,11,82,27,0,3,BY EMAIL,CALLED,VIP,y,1,1222lynnann@blahh.com
1/1/2016 12:13,61941,IL,Request Type 1,m.rug.com,153800,3,99,10,80,32,32,1,BY EMAIL,CALLED,VIP,y,1,1985crp@blahh.com
1/23/2016 13:13,32067,FL,Request Type 1,app.rug.com,113600,1,100,14,80,32,31,1,BY PHONE,ON HOLD,VIP,n,1,1973n2000@blahh.com
1/6/2016 8:13,61864,IL,Request Type 1,m.rug.com,141300,2,106,11,80,32,32,2,BY EMAIL,ON HOLD,VIP,n,1,18dmart9@blahh.com
12/22/2015 18:13,73663,OK,Request Type 2,app.rug.com,151600,1,99,14,81,45,29,3,BY PHONE,CALLED,VIP,y,1,18dmart9@blahh.com
12/6/2015 2:13,90075,CA,Request Type 1,app.rug.com,146100,3,105,10,80,45,29,3,BY PHONE,CALLED,WAITLIST,n,1,18hiltc@abcds.cn
1/11/2016 9:13,50051,IA,Request Type 1,www.rug.com,89200,2,102,14,83,50,32,2,BY PHONE,ON HOLD,WAITLIST,n,1,18hiltc@abcds.cn
11/4/2015 9:13,62916,IL,Request Type 2,www.rug.com,148500,0,101,14,83,27,29,3,BY PHONE,ON HOLD,WAITLIST,n,1,18dmart9@blahh.com
11/20/2015 17:13,15081,PA,Request Type 1,www.rug.com,124200,2,102,14,82,27,32,3,BY EMAIL,ON HOLD,VIP,n,0,1985crp@blahh.com
12/22/2015 23:13,94120,CA,Request Type 1,app.rug.com,106000,3,106,14,81,24,29,1,BY EMAIL,ON HOLD,WAITLIST,n,1,18dmart9@blahh.com
1/9/2016 14:13,29401,SC,Request Type 2,m.rug.com,105100,2,101,12,80,45,0,1,BY PHONE,ON HOLD,VIP,n,1,1973n2000@blahh.com
10/30/2015 12:13,67552,KS,Request Type 1,m.rug.com,166000,1,100,13,80,27,28,3,BY EMAIL,ON HOLD,WAITLIST,n,1,11edc5677@blahh.com
1/25/2016 15:13,68122,NE,Request Type 1,app.rug.com,130200,3,102,10,82,50,0,1,BY EMAIL,ON HOLD,VIP,y,1,18john_a@abcds.k12.ia.us
12/19/2015 23:13,59635,MT,Request Type 2,m.rug.com,164500,3,101,12,81,24,28,1,BY PHONE,ON HOLD,VIP,n,1,14792266002@blahh.com
1/13/2016 2:13,35139,AL,Request Type 1,www.rug.com,76500,1,102,10,81,45,0,3,BY PHONE,ON HOLD,WAITLIST,n,1,1973n2000@blahh.com
12/3/2015 8:13,97137,OR,Request Type 1,www.rug.com,189000,1,103,13,80,50,31,3,BY EMAIL,ON HOLD,WAITLIST,n,0,1985crp@blahh.com
12/29/2015 2:13,63382,MO,Request Type 2,app.rug.com,88800,1,99,10,81,24,29,2,BY PHONE,ON HOLD,WAITLIST,n,1,1973n2000@blahh.com
11/5/2015 1:13,38115,TN,Request Type 2,app.rug.com,145400,2,100,13,83,45,30,1,BY EMAIL,ON HOLD,WAITLIST,n,1,1222lynnann@blahh.com
1/8/2016 14:13,5359,VT,Request Type 2,app.rug.com,154900,3,105,13,83,45,30,1,BY EMAIL,ON HOLD,VIP,n,1,1222lynnann@blahh.com
1/11/2016 8:13,17045,PA,Request Type 2,m.rug.com,188900,1,103,11,80,45,0,2,BY EMAIL,ON HOLD,WAITLIST,n,1,1222lynnann@blahh.com
10/14/2015 1:13,20172,VA,Request Type 1,m.rug.com,163400,2,106,11,81,32,32,1,BY EMAIL,ON HOLD,WAITLIST,n,1,1222lynnann@blahh.com
10/15/2015 20:13,50039,IA,Request Type 1,app.rug.com,132000,0,102,14,83,27,32,3,BY PHONE,ON HOLD,WAITLIST,n,1,11edc5677@blahh.com
10/1/2015 16:13,60426,IL,Request Type 1,m.rug.com,161400,0,99,14,80,45,31,1,BY EMAIL,CALLED,VIP,y,0,1965nevarez@blahh.com
10/30/2015 5:13,99403,WA,Request Type 1,app.rug.com,90200,2,103,10,83,32,29,2,BY EMAIL,CALLED,WAITLIST,n,1,11edc5677@blahh.com
11/27/2015 11:13,64430,MO,Request Type 2,m.rug.com,134100,3,106,13,81,24,28,2,BY PHONE,ON HOLD,VIP,y,0,1985crp@blahh.com
10/24/2015 1:13,74502,OK,Request Type 2,app.rug.com,103200,0,101,10,81,27,32,2,BY PHONE,CALLED,VIP,n,1,123delgado67@blahh.com
1/17/2016 4:13,32654,FL,Request Type 2,www.rug.com,99000,2,99,10,81,45,32,3,BY PHONE,ON HOLD,WAITLIST,y,1,1222lynnann@blahh.com
12/24/2015 21:13,30178,GA,Request Type 1,m.rug.com,139600,3,103,11,83,32,29,1,BY PHONE,ON HOLD,WAITLIST,n,1,18john_a@abcds.k12.ia.us
10/22/2015 2:13,78870,TX,Request Type 2,www.rug.com,93500,3,100,13,82,24,30,1,BY EMAIL,ON HOLD,VIP,n,1,14792266002@blahh.com
12/20/2015 10:13,92096,CA,Request Type 2,app.rug.com,177600,1,101,13,80,45,28,1,BY PHONE,CALLED,VIP,n,1,123delgado67@blahh.com
10/31/2015 19:13,8882,NJ,Request Type 2,www.rug.com,154600,1,104,10,80,27,30,3,BY PHONE,CALLED,VIP,n,1,18john_a@abcds.k12.ia.us
10/13/2015 20:13,14882,NY,Request Type 2,m.rug.com,140000,0,103,14,82,32,29,2,BY EMAIL,ON HOLD,VIP,y,1,18john_a@abcds.k12.ia.us
1/18/2016 2:13,29048,SC,Request Type 1,m.rug.com,102100,3,101,10,80,32,32,2,BY PHONE,ON HOLD,WAITLIST,n,1,18dmart9@blahh.com
1/27/2016 21:13,83404,ID,Request Type 2,app.rug.com,185200,1,106,11,83,45,32,3,BY PHONE,ON HOLD,WAITLIST,y,1,123delgado67@blahh.com
11/3/2015 0:13,88053,NM,Request Type 2,app.rug.com,192500,1,100,13,80,32,28,3,BY PHONE,ON HOLD,WAITLIST,n,1,18dmart9@blahh.com
1/19/2016 14:13,57361,SD,Request Type 1,app.rug.com,97200,1,100,13,80,24,28,3,BY PHONE,ON HOLD,WAITLIST,y,1,18hiltc@abcds.cn
12/5/2015 22:13,92150,CA,Request Type 2,app.rug.com,153300,1,103,13,83,27,0,2,BY PHONE,ON HOLD,WAITLIST,n,0,11edc5677@blahh.com
10/8/2015 17:13,62849,IL,Request Type 2,www.rug.com,148400,1,101,14,81,27,32,1,BY EMAIL,ON HOLD,VIP,y,1,123delgado67@blahh.com
10/27/2015 1:13,12156,NY,Request Type 2,app.rug.com,86200,1,101,14,83,32,28,1,BY EMAIL,ON HOLD,VIP,n,0,18hiltc@abcds.cn
10/23/2015 17:13,17060,PA,Request Type 1,app.rug.com,83600,3,99,11,82,32,28,2,BY PHONE,ON HOLD,WAITLIST,n,1,1222lynnann@blahh.com
10/6/2015 3:13,67529,KS,Request Type 2,www.rug.com,143800,1,99,11,80,50,0,2,BY PHONE,ON HOLD,VIP,y,1,1965nevarez@blahh.com
12/1/2015 4:13,14092,NY,Request Type 1,www.rug.com,194100,0,105,11,83,45,0,2,BY PHONE,ON HOLD,WAITLIST,y,1,1973n2000@blahh.com
11/14/2015 18:13,17306,PA,Request Type 1,m.rug.com,199700,1,106,12,83,32,30,3,BY EMAIL,CALLED,VIP,n,1,18hiltc@abcds.cn
12/17/2015 22:13,60172,IL,Request Type 1,app.rug.com,176500,2,104,14,82,45,31,1,BY PHONE,CALLED,VIP,y,1,1965nevarez@blahh.com
10/4/2015 12:13,55428,MN,Request Type 2,m.rug.com,180000,2,104,13,83,45,0,2,BY EMAIL,ON HOLD,VIP,n,1,123delgado67@blahh.com
11/15/2015 6:13,3740,NH,Request Type 2,m.rug.com,189900,3,103,14,80,50,31,3,BY PHONE,ON HOLD,WAITLIST,y,0,18hiltc@abcds.cn
12/4/2015 22:13,67530,KS,Request Type 1,www.rug.com,164900,3,105,11,81,50,31,3,BY EMAIL,ON HOLD,WAITLIST,n,0,11edc5677@blahh.com
12/11/2015 9:13,38168,TN,Request Type 2,www.rug.com,151700,1,101,11,81,45,32,2,BY EMAIL,ON HOLD,WAITLIST,n,1,1965nevarez@blahh.com
1/16/2016 6:13,99690,AK,Request Type 1,app.rug.com,114200,0,105,14,82,50,32,3,BY PHONE,ON HOLD,WAITLIST,n,1,18dmart9@blahh.com
12/13/2015 10:13,20723,MD,Request Type 2,www.rug.com,154000,1,99,12,81,45,30,2,BY EMAIL,ON HOLD,VIP,n,1,14792266002@blahh.com
12/16/2015 11:13,26571,WV,Request Type 1,m.rug.com,78300,2,105,14,83,27,29,3,BY EMAIL,ON HOLD,WAITLIST,y,0,1965nevarez@blahh.com
10/1/2015 14:13,92334,CA,Request Type 2,www.rug.com,159100,3,104,12,81,27,30,2,BY PHONE,ON HOLD,WAITLIST,y,0,11edc5677@blahh.com
10/23/2015 19:13,16153,PA,Request Type 2,app.rug.com,170600,3,100,11,83,27,32,1,BY EMAIL,ON HOLD,VIP,n,1,1222lynnann@blahh.com
10/31/2015 11:13,32236,FL,Request Type 1,app.rug.com,161800,1,105,12,83,45,32,3,BY EMAIL,ON HOLD,WAITLIST,n,0,14792266002@blahh.com
11/3/2015 5:13,78786,TX,Request Type 1,m.rug.com,162900,0,106,13,83,45,32,2,BY EMAIL,ON HOLD,WAITLIST,n,0,18john_a@abcds.k12.ia.us
1/11/2016 12:13,53031,WI,Request Type 2,www.rug.com,91100,1,101,13,81,32,30,1,BY PHONE,ON HOLD,WAITLIST,n,1,18hiltc@abcds.cn
10/11/2015 12:13,81008,CO,Request Type 1,app.rug.com,149800,1,101,13,83,32,32,3,BY EMAIL,ON HOLD,VIP,n,1,18dmart9@blahh.com
